source,country,search_word,createDate,language,text
Twitter,India,Medlife,2021-4-22,en,kohli let the kid get his ton stop taking singles last ball
Twitter,India,Medlife,2021-4-22,en,win or lose god im happy i didnt miss this partnership 🥺  #ipl2021  #rcbvsrr
Twitter,India,Medlife,2021-4-22,en,happy #earthday2021 at medlife hq we’ve been working hard behind the scenes to improve our environmental practices from building green spaces in lowincome communities to partnering with sustainable travel companies check out this video to learn more🌱 httpstcoqryhqijaao
Twitter,India,Medlife,2021-4-22,en,win or loss doesn’t matter anymore this has been the most wholesome all round performance by this team in a long time and i’m here for it ❤️
Twitter,India,Medlife,2021-4-22,en,@medlifecare order id is or7989fsa013a i have received arsenicum album and there is no medicine in bottle really pathetic service by medlife #shamefulservicebymedlife
Twitter,India,Medlife,2021-4-22,en,@alterxfess wisecrack psychology in seattle medlife crisis theyre interesting to me i usually let their videos playout in the background while im doing something else they package their content in such an interesting way that you wont aware youre actually educating yourself
Twitter,India,Medlife,2021-4-22,en,@mobikwikswat pls dont cheat anybody in the name of policycan you answer honestly that i applied to you for any policyhad i opened your site to visit for any txni only visited medlife to pay cost of medicinemedlife directed me your payment gate way to pay rs60486 but making malpractices
Twitter,India,Medlife,2021-4-22,en,@medlifecrisis we’ve heard that big fills cookies helps get over the dard 😤
Twitter,India,Medlife,2021-4-22,en,@sdarkfantasy i will hold you to that
Twitter,India,Medlife,2021-4-22,en,@medlifecare @pmoindia @consumer2court @cdscoindiainf  medlife international pvt ltd is a fraud company medlife took their customers money and did not refund #boycottmedlife
Twitter,India,Medlife,2021-4-22,en,dube and parag waited whole ipl to perform against rcb   #ipl2021  #rcbvsrr
Twitter,India,Medlife,2021-4-22,en,@shilaku28616390 @smyltr plz use medlife app  you’ll get online support
Twitter,India,Medlife,2021-4-22,en,jofra archer ben stokes and now liam livingstone  rr players are flying to england like they have taken a huge loan from a bank in india
Twitter,India,Medlife,2021-4-22,en,if you are suspecting symptoms of stroke flushed face dizziness and high blood pressure you need to call the medical team you will save the life of your loved ones if you identify it first contact us today to learn more  #certifiedlicensedtrainingprovider #medlifecprllc
Twitter,India,Medlife,2021-4-22,en,medlife heals all httpstcot5wlf8s0uj
Twitter,India,Medlife,2021-4-22,en,i mailed @medlifecare but nothing happened this was not expected from medlife as they dont value their customers i requested them to not to refund but deliver the medicine but they denied this makes me to not consider @medlifecare  in the future #avoidmedlife
Twitter,India,Medlife,2021-4-22,en,recently i placed an order with medlife which was delivered to me on 19th of april as a precautionary measure i didnt touch the parcel for 72 hours so i opened it today after opening it i found out that the one of my medicine was missing and i reported it to @medlifecare
Twitter,India,Medlife,2021-4-22,en,@dovetravels @medlifecare @astrazenecain @medlife @consumerforum @jagograhakjago in order to find out the #scam done by @medlifecare i request users to add the #banmedlife #stopusingmedlife #fraudmedlife in every complainttweet
Twitter,India,Medlife,2021-4-22,en,tap the link in our bio to learn more httpstcogooayz5r5x #medicalbilling #medicalcoding #medicalbillingservices #medicalcoder #medicalcodes #medicalbillingandcoding #medicalbiller #healthcare #medical #medicalife #medicine #medlife #wellness #doctor #physician #surgeon httpstcoh3scprqmg2
Twitter,India,Medlife,2021-4-22,en,@medlifecare stop misselling👇 telesaleteammedlife sir any orderdiscount gt20 patientpon how much purchase medlife22 on gt₹2200 patient gives lists medicine n asks total n discounted price medlife a n 078a  but order is split in four nonegt2200 discountlt18each
Twitter,India,Medlife,2021-4-22,en,who knew registering for vaccine would be this hard  this bitch form just won’t submit 😤
Twitter,India,Medlife,2021-4-22,en,@medlifecare  @pmoindia  medlife is not refunding my money so that i can buy medicine for my brother who is ill right now  i call them many times amp mailed many times but they are not refundingso plz help me
Twitter,India,Medlife,2021-4-22,en,#itolizumab currently available at medlife and apollo pharamcy #indore also at chirayu #bhopal  wasnt able to verify but received from a reliable source at 930pm 214
Twitter,India,Medlife,2021-4-22,en,@medlifecare poor show by ecom express awb no awb 8813024895 not delivered getting messages for the last 3 days no response from customer it is home address amp at home no calls but not delivered or8334qxa012a order id medlife is a poor option for delivery
Twitter,India,Medlife,2021-4-22,en,its verified and the following medicines are available on medlife app  cap doxy 100 tab ivermectin 12mg tab monticope  tab zincovit tab celin 500 tab ecosprin 75
Twitter,India,Medlife,2021-4-22,en,@medlifecare @pmoindia @myogiadityanath @mohfwindia medlife is not refunding my money so that i can buy medicine for my mother who is ill right now  i call them many times amp mailed many times but they are not refundingso plz help me httpstcouyrqhbo5b7
Twitter,India,Medlife,2021-4-22,en,@medlifecare @pmoindia @mohfwindia @myogiadityanath @amitshah simply medlife is playing with people emotion  they are refunding my money against returned medicine that’s why i can’t buy medicine for my mother who is seeking urgent medicine support
Twitter,India,Medlife,2021-4-22,en,@realnarottam @aapnareshbalyan available online at netmeds pharmeasy 1mg medlife
Twitter,India,Medlife,2021-4-22,en,hey @medlifecare   i ordered some products from the app   order return id  #or4742xkc003a  i returned the product it was picked up was also received at the warehouse its been 15 days and havent received any refund in my medlife wallet httpstcopsbea7fge2
Twitter,India,Medlife,2021-4-22,en,@investmutual @medlifecare except medlife everybody else delivers what they take money for these guys cancelled 11 orders of mine 2 days after promised delivery date last year finally i got one order and used my gv and then uninstalled the app
Twitter,India,Medlife,2021-4-22,en,practinext wishing happy ram navami to you and your family visit ushttpstcofclbwze5ob  #ramnavami #ram #jaishreeram #ramayana #india  #stayhomestaysafe #stayhealthy #acedamic #medschool #medstudent #medicine #doctor #medical #medicalstudent #medicalschool #nurse #medlife httpstcoybjxuoghqz
Twitter,India,Medlife,2021-4-22,en,@medlifecare extreme harassment from medlife you are not delivering karvol plus during this covid situation in spite of systematic payment on 19th amp 20th april
Twitter,India,Medlife,2021-4-22,en,@medlifecare payment successful hi the payment of rs731 for your order or2034skb009a is successful for more offers subscribe now bring health home with medlife
Twitter,India,Medlife,2021-4-22,en,@medlifecare i do have the document of my payment details which delivered payment successful hi the payment of rs72471 for your order or2034skb009a is successful for more offers subscribe now bring health home with medlife
Twitter,India,Medlife,2021-4-22,en,@investmutual i returned entire order its been more than 70 days and havent got refund look at my timeline medlife is a fraud
Twitter,India,Medlife,2021-4-22,en,this is a fantastic video by medlife crisis on pseudoscience and placebo effect and the “proof”  httpstcokcgadeoinr
Twitter,India,Medlife,2021-4-22,en,#medlife #misleadingadds why dont you provide discount when your banner promises for it please dont mislead by mking false advertisementdiscount   order idor6886pbc008a httpstcopawjgxllhi
Twitter,India,Medlife,2021-4-22,en,@sharath4needy @23rahulr #itolicizumab substitute of #tolicizumab is available in medlife app #hyderabad httpstco8gzn6w6ltk
Twitter,India,Medlife,2021-4-21,en,@manmundra @mfinecare @prabhdeep portals like practo online pharmacy like pharmaeasy 1mg medlife should also extend their help are they doing anything not that i am aware of
Twitter,India,Medlife,2021-4-21,en,medlife deals offers amp discount coupons httpstcok8fvylknnv #deals
Twitter,India,Medlife,2021-4-21,en,fabiflu available on medlife app and netmeds app please buy from there
Twitter,India,Medlife,2021-4-21,en,csk playing rcb next im scared    #ipl2021  #kkrvcsk
Twitter,India,Medlife,2021-4-21,en,what a game 🔥🔥  #ipl2021  #kkrvcsk
Twitter,India,Medlife,2021-4-21,en,pat cummins scored fifty with bat and ball in a single t20 match
Twitter,India,Medlife,2021-4-21,en,20 for 6 pat cummins vs shardul thakur   #kkrvcsk  #ipl2021
Twitter,India,Medlife,2021-4-21,en,66646no im not giving out my number this is what pat cummins smashed in one over 😍😍😍😍😍
Twitter,India,Medlife,2021-4-21,en,pat cummins has smashed sam curran for 30 runs unbelievable run chase from kkr
Twitter,India,Medlife,2021-4-21,en,kkr still in the game  #ipl2021  #cskvskkr
Twitter,India,Medlife,2021-4-21,en,pat cummins destroying sam curran istg 🔥  #ipl2021  #cskvskkr
Twitter,India,Medlife,2021-4-21,en,@medlifecare @thebharatseva anyone who notice this tweet will never buy from medlife  72 days over after returning entire order  #medlife #notrefunded @thebharatseva #consumercomplaint
Twitter,India,Medlife,2021-4-21,en,dinesh karthik just needs someone to hold the other end he is gonna finish it   #ipl2021  #cskvkkr
Twitter,India,Medlife,2021-4-21,en,sam fucking curran yall 😭  #ipl2021  #cskvkkr
Twitter,India,Medlife,2021-4-21,en,who made russel this angry    #ipl2021  #cskvkkr
Twitter,India,Medlife,2021-4-21,en,@thewhiteschrute @advancedexter @awwwnchal check medlife and other pharmacy apps was available till 930
Twitter,India,Medlife,2021-4-21,en,@inshia1 check medlife and other pharmacy apss
Twitter,India,Medlife,2021-4-21,en,#fabiflu available on 1mg medlife and netmeds app please buy from there prescription required   #favipiravir   @dillikibiili @richifymeclub httpstcooqvanj042l
Twitter,India,Medlife,2021-4-21,en,kkr going down like dominoes 🤦🏻‍♀️  #cskvkkr  #ipl2021
Twitter,India,Medlife,2021-4-21,en,deepak chahar sneaking wickets between boundaries or boundaries between wickets well never know   #ipl2021 #cskvkkr
Twitter,India,Medlife,2021-4-21,en,a gill duck morgan 50 russell magic and kkr win please
Twitter,India,Medlife,2021-4-21,en,im more mad at subhman gill rn than whole kolkata and shahrukh khan combined   #kkrvcsk  #ipl2021
Twitter,India,Medlife,2021-4-21,en,@abhirajrf it was available on medlife app 30mins back
Twitter,India,Medlife,2021-4-21,en,if pay day isn’t until next week you can get your pair of scrubs today via quadpay happy shopping 💕 dr nikki httpstcoqipzlyq0el  #womenownedbusiness #blackownedbusiness #nursememes #doctormemes #surgeonmemes #medlife #doctorlife #surgeonlife #scrubs #medicalscrubs httpstcok4zcskmqez
Twitter,India,Medlife,2021-4-21,en,doctor drnaresh kumar monigari md gen med dnb cardio interventional cardiologist visiting medlife hospitals date 22042021 time 10 am to 2 pm for more information contact  08736253 108  255 104  812 108 1080  9120 108 108 or visit our website httpstcogf4krr90wo httpstco4njk0rpogc
Twitter,India,Medlife,2021-4-21,en,engage with patients and family with 1 simple and easy message    #surgeon #nurses #medicine #doctors #doctor #med #medical #hospital #healthcare #surgery #health #health #nursing #med #medlife #nurse #success #technology #neurosurgeon #spine #oncology #pediatrics #vascular httpstcoehqkibwygl
Twitter,India,Medlife,2021-4-21,en,pooran can open a jewellery store this season golden duck silver duck platinum duck in #ipl2021
Twitter,India,Medlife,2021-4-21,en,@mobikwikswat please refund my money immediately as i was not purchased any policy from you not required as well just purchasing my medicine from medlife through that was my mistake and forcefully you took my 60 rupee refund my money asap
Twitter,India,Medlife,2021-4-21,en,always wear a mask  to protect yourself from the virus you should wear a face mask to cover your mouth and nose it prevents you from catching the virus from someone who is infected according to world health organization  #wearingmask #covidprevention #medlifecprllc httpstcoimn3xlqhwx
Twitter,India,Medlife,2021-4-21,en,but you are just like dakait snatched my money with the help of frsud and malpracticesi wanted to pay medicine cost to medlifeneither added money to your wallet nor applied for any policy from your concern under the cheating and fraudstar team of mobikwik and by this way
Twitter,India,Medlife,2021-4-21,en,today i have taken fresh tests for my parents at a private hospital and all their reports are different to what you have sent medlife along with the lab here in coimbatore have played with our lives and taking medical reports for granted
Twitter,India,Medlife,2021-4-21,en,@medlifecare sorry unless you refund me amountthis is update all potential customers please avoid medlifethis is a fraud company dont pay them advancepay only post delivery and post lab test they will simply forfeit your money this is a fraud online platform
Twitter,India,Medlife,2021-4-21,en,i ordered medicine for my mother yesterday i got message for delivery but day passed n infact today also i didnt recieve any kind of information regarding my order n the same thing happened to another ordr toowhat kind of service you are providing #medlife  @medlifecare
Twitter,India,Medlife,2021-4-21,en,@auroraex app download karne ke liye bol play store se medlife
Twitter,India,Medlife,2021-4-21,en,@medlifecare  i am waiting for my order from a week now  i paid the amount still see courier partner eecom  asking for codand delaying the deliveryspoke to multiple people in medlife but no resolution
Twitter,India,Medlife,2021-4-21,en,@rahultewatia02 please check this site httpstco3wpg4wp5ij it will help instantly
Twitter,India,Medlife,2021-4-21,en,anatomy easily accessible @ httpstcouzdhgvju4u  #anatomy #medicine #medical #doctor #art #physiology #surgery #anatomia #drawing #medstudent #nurse #medicalstudent #medschool #mbbs #doctors #science #pathology #health #medicalschool #biology #medico #medlife #med #bhfyp httpstcovitvvapm1a
Twitter,India,Medlife,2021-4-21,en,@oyepandit @memenist its available on 1mg netmeds and medlife
Twitter,India,Medlife,2021-4-21,en,@agentgreenglass @aamaadmiparty did u try 1 mg medlife  online pharma
Twitter,India,Medlife,2021-4-21,en,fabiflu is available on netmeds and medlife portal anyone having requirement can buy against prescription  #ranchifightscorona #ranchi @wejocc @shubhamgantayat @bibhupb @sunilkapoor8 @kapilchopra72 @itsmesabita
Twitter,India,Medlife,2021-4-21,en,@tusharmedlife sir i am continue complaining about my refund since 2 months your medlife team is giving me fake assurance about my complain my complain status is same as 2 months before they have taken my order returned but they didnt return my amount order id or6841kwb003a
Twitter,India,Medlife,2021-4-21,en,@medlifecare @anarayanan24 im really dissatisfied amp angry with your platform whenever i place an order on medlife i see one payable amount but after confirmation i see different payable amount amp im facing this issue everytime sometimes applied coupon is removed or changed httpstcok0q8fefhth
Twitter,India,Medlife,2021-4-20,en,so exhausted 😴😕😕#low #medlife #radiology #class
Twitter,India,Medlife,2021-4-20,en,@medlifecare i have received my order today but why is this happening again and again tell ur seller instructions else wont order again frm medlife
Twitter,India,Medlife,2021-4-20,en,@medlifecare horrible horrible a big no to @medlifecare  they just play with your health screw your peace and nothing else  whoever is reading this please never order from medlife you will definitely suffer
Twitter,India,Medlife,2021-4-20,en,medlife es my toxic relationship httpstcotx8e45un4e
Twitter,India,Medlife,2021-4-20,en,get flat 20 on medicine orders over rs 1499 on medlife  code save5   shop now httpstcooitangclaa httpstco30dnf4os7p
Twitter,India,Medlife,2021-4-20,en,@medlifecare @thebharatseva anyone who notice this tweet will never buy from medlife  71 days over after returning entire order  #medlife #notrefunded @thebharatseva #consumercomplaint
Twitter,India,Medlife,2021-4-20,en,for delhiites or people living in cities medlife and other online medical stores bhi option hai for medicines   within 24 hours deliver bhi ho jayega cities me
Twitter,India,Medlife,2021-4-20,en,@arpitagarwal11 dear arpit thank you for contacting medlife we are glad to know that your issue has been resolved we are looking forward to serve you better
Twitter,India,Medlife,2021-4-20,en,@medlifecare @pmoindia  refund money fraud group must be banned playing with human life  plz see number of complains against medlife no rule is followed simply making money by cheating people
Twitter,India,Medlife,2021-4-20,en,@medlifecare currently it’s the worst experience with medlife
Twitter,India,Medlife,2021-4-20,en,@prernakaul its available in pharmeasy amp medlife app
Twitter,India,Medlife,2021-4-20,en,@sowmyareddyr @abideintruth madam try in medlife myra i checked just now its available 200 mg
Twitter,India,Medlife,2021-4-20,en,@roocheetah @mynameswatik check it out if it works   httpstcoobhxpzctgk httpstcoyn1b9kkrg1
Twitter,India,Medlife,2021-4-20,en,fabiflu available on medlife app and netmeds app please buy from there #bjymcares  @harishkhuranna @tajinderbagga @deepaklaxmingr @rajeshbhatiabjp @bjpsarojini @jmscindia @jmscindia @tarunchughbjp @bhupesh4bjp
Twitter,India,Medlife,2021-4-20,en,@indiantweeter @amitalok hi ankit  two of my friends are looking for fabiflu netmeds and medlife are cancelling order can you please help
Twitter,India,Medlife,2021-4-20,en,#sanctuarysaturday  yes this is real    do you have any medical related questions whether you are a patient or a medical student innov8 can help you answer your questions   the procedure being done is called the lefort i osteotomy   #medlife #figure1 #surgery #osteotomy httpstcoeh3gfayuxn
Twitter,India,Medlife,2021-4-20,en,online order fabiflu from netmeds and medlife  @ashokkashmir @awwwnchal @appurvgupta @bebaakisha @aroohli @tiscatime @abhinavpan @shreemiverma @monikasinghsays @gurruchoudhary httpstcozq0hkxzvqr
Twitter,India,Medlife,2021-4-20,en,@aroohli fabiflu online available netmeds and medlife httpstcobjb3benrqv
Twitter,India,Medlife,2021-4-20,en,check out medlife labs tests exclusive offers httpstcoxwjnih4bdb
Twitter,India,Medlife,2021-4-20,en,@charupragya @vihan @rjstutee person has bought from medlife
Twitter,India,Medlife,2021-4-20,en,@charupragya @vihan @rjstutee i just told him to buy from medlife and netmeds app local stores all maxed out
Twitter,India,Medlife,2021-4-20,en,@medlifecare already 60 days over till now didnt received my refund then they told me to keep patience dont purchase medicine from medlife pura ghatiya company hai if u face any problem after purchase then they dont solve  just told u keep patience keep patience
Twitter,India,Medlife,2021-4-20,en,covid cases rising in your city get covid antibody test to stay safe starting at rs 449 100 safe home collection book now httpstcothpnje8xq3
Twitter,India,Medlife,2021-4-20,en,@medlifecare i am so done with medlife  two major issues 1 this is the second time medlife made my prepaid order to payondelivery 2 they remove the item citing unavailability and add additional charges on remaining order  will not order from @medlifecare httpstcosvao9iw05d
Twitter,India,Medlife,2021-4-20,en,@medlifecare  medlife is providing horrible servicebooked a lab test in kolkatacollection executive was assigned in delhii have to cancel my booking for this negligencepoor service
Twitter,India,Medlife,2021-4-20,en,@medlifecare this is still pending on 2042021 #this is medlife
Twitter,India,Medlife,2021-4-20,en,@medlifecare team we received at least 30 calls on daily basis from medlife as a promotional call what kind of service is this
Twitter,India,Medlife,2021-4-20,en,for my past two transactions one for zomato and one for medlife with @lazypay did not received any cashback i wrote 34 mails but no proper answer they just show the offer and dont give cashback its like cheating with customer #cheating #badservice httpstcoserswv79lz
Twitter,India,Medlife,2021-4-20,en,@medlifecare i want the money back i have lost precious time have done test from 1mg yesterday only and received report in 24 hours your report has no value now  caution people to avoid medlife foe any path test you dont have lab facility and trained people
Twitter,India,Medlife,2021-4-20,en,@jaspreetsays @kapilmishraind @charupragya @tajinderbagga @rajputramesh @rohitchahal pls follow steps to connect to doctors  unlock your phone gt find play store gt download apollo 24x7 or medlife or practo gt create your accgt connect to doctors delhi ki ho esliye sab free chahiye 
Twitter,India,Medlife,2021-4-20,en,@mazii1000 @cowmomma can you contact them a friend of ours got it recently  please find the details below medlife distributor shop no14ground floorostwalparkbldg no 4 chs  ltdjesal parkbhayandere distthane 401105 drug licence20bmhtz2354342 21bmhtz2354343 contact9769879534
Twitter,India,Medlife,2021-4-19,en,@ajitanjum sir medlife download karke wahan se mil jayega  medicine aur injection dono
Twitter,India,Medlife,2021-4-19,en,submit your questions early we have limited time your question might be featured #kindness #normalizetherapy #mentalhealth #mentalhealthmatters #therapy #mentalillness #psychology #recovery #wellbeing #doctor #medicine #medical #nurse #health  #physician #medlife  #bbhhcares httpstcolhlnaqfudv
Twitter,India,Medlife,2021-4-19,en,@medlifecare sure medlife has been my goto epharmacy platform for years now 😀
Twitter,India,Medlife,2021-4-19,en,@nutellanahar you better in future also kindly help others to discover medlife by recommending us to your friends and colleagues 22
Twitter,India,Medlife,2021-4-19,en,@medlifecare @thebharatseva anyone who notice this tweet will never buy from medlife  70 days over after returning entire order  #medlife #notrefunded @thebharatseva #consumercomplaint
Twitter,India,Medlife,2021-4-19,en,moshi moshi here’s a consult for a possible asd 😅😅😅😭😭 #medlife #medical #clinical
Twitter,India,Medlife,2021-4-19,en,@medlife @medlifecare @1mgofficial @tusharmedlife @anarayanan24 i have requested for a call back from your order fulfillmentprocurement teaminstead i have received an email asking to return the product i want exchange of product due to technical glitch on #medlife website httpstcoa7nwla9r1l
Twitter,India,Medlife,2021-4-19,en,@dbisdb you can always order from 1mg medlife a doctor will call you within an hour and permit it after crosschecking with you
Twitter,India,Medlife,2021-4-19,en,@innocentfakeer @kapsology try medlife online pathalogy they take rs 850 sample collection from your home
Twitter,India,Medlife,2021-4-19,en,hipaa compliant video recording  created by a doctor for doctors  #surgeon #nurses #medicine #doctors #med #medical #hospital #healthcare #surgery #health #health #nursing #med #medlife #nurse #technology #software #tech #orthopedicsurgeon #neurosurgeon #spine #vascular httpstcogdhjggyf9t
Twitter,India,Medlife,2021-4-19,en,@codezitcharity @sohansingh05 @atulgera007 @dcranchi @sethsanjaymp @hemantsorenjmm @pratulshahdeo @itssuniltiwari @kislayofficial @ravikrmandalbjp @sshekharsingh @manimohantybjp @realankitdubey @dhananjayputush @bjyminjh @iamitkumarjhk @anitasorenbjp it is also out of stock on medlife
Twitter,India,Medlife,2021-4-19,en,@tags4minnu better in future also kindly help others to discover medlife by recommending us to your friends and colleagues 22
Twitter,India,Medlife,2021-4-19,en,@medlifecare such a pathetic service i had purchased the medicine on 25 march and a return refund was planned on 27th march to date its not donei always get replies from medlife team they are working and revert me back do they need medicine to return 25 days httpstcosqqmc5jioq
Twitter,India,Medlife,2021-4-19,en,@wagishshrivast9 @sohansingh05 @atulgera007 @dcranchi @sethsanjaymp @hemantsorenjmm @pratulshahdeo @itssuniltiwari @kislayofficial @ravikrmandalbjp @sshekharsingh @manimohantybjp @realankitdubey @dhananjayputush @bjyminjh @iamitkumarjhk @anitasorenbjp thanks for your update please search the medicine on httpstcosgrwvdwtfs the site promises to deliver the order in 48 hours and we found alternative medicines available but it was out of stock at other sites please let us know if we could help you further c#00001 manan
Twitter,India,Medlife,2021-4-19,en,why arent people ordering online through epharmacy stores like  medlife netmeds pharmaeasy etc they may deliver in a day especially in metro cites with high infection rate like delhi and bombay #covid19  #delhi  #delhicurfew  #lucknow
Twitter,India,Medlife,2021-4-19,en,@medlifecare ok i will weight but this time i hope it will solv i never expected this experience i will get from you  i am also getting frustrated i am using medlife more than three years but i have experience this first time
Twitter,India,Medlife,2021-4-19,en,another day another data breach indian pii and kyc data has become a joke after mobikwik medlife moneycontrol now its upstox    𝐋𝐞𝐚𝐤𝐞𝐝 𝐈𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧 𝐢𝐧𝐜𝐥𝐮𝐝𝐞𝐬 full name email address mobile no bank account details adhar no httpstcowzr14py515
Twitter,India,Medlife,2021-4-19,en,this isnt just a team this is emotion 😭❤️ @rcbtweets 💃❤️ httpstcoscxuvw7qt0
Twitter,India,Medlife,2021-4-19,en,@amirsiraj i will not also order any medicines from this site totally fraud site if they understand that it was medlife fault so they should refund instantly  please share this msg so that nobody order from this site totally fraud #medlifecare
Twitter,India,Medlife,2021-4-19,en,@medlifecare @jagograhakjago @consumerforum kind of priority you are talking about you people are just making me fool i have found many more person who have been cheated by medlife this kind of issue resolved by other online shops in  just 1 week and you havent solved in 3 months
Twitter,India,Medlife,2021-4-19,en,@medlifecare @jagograhakjago @consumerforum #nch #consumerprotection it was one of my worst experience that i have purchased product through medlife wrongly charged double ammount and not returning my money now worst customer care team trying from three months
Twitter,India,Medlife,2021-4-19,en,@medlifecare it was one of my worst experience that i have purchased product through medlife wrongly charged double ammount and not returning my money now worst customer care team trying from last one n half months  even i found more people cheated by medlife httpstcobohbiuaqto
Twitter,India,Medlife,2021-4-19,en,@tusharmedlife @medlifecare i am having very worst experience with medlife they are not refunding my money from last 3 months only giving assurance i think this is a fake company dont trust anyone and like me lots of people are facing the same issues we should stop online shopping from medlife
Twitter,India,Medlife,2021-4-19,en,@medlifecare hi medlife how much time more do you require to do a simple reimbursement it’s been more than 4 months  please stop harassing customer rather than maintaining good will  you prepare to run away with customers money
Twitter,India,Medlife,2021-4-19,en,@msaquib5 @milanreports it is available on the medlife app go ahead and order🙏 httpstcoli5yfounic
Twitter,India,Medlife,2021-4-19,en,@medlifecare such a shame medlife international pvt ltd just got call from your team that sample collected was insufficienti know blood sample i given for crp was sufficient seems you have misplaced that shamelessly now talking this crap you should take  things seriously order no 8256042
Twitter,India,Medlife,2021-4-19,en,@medlifecare such a shame medlife international pvt ltd just got call from your team that sample collected was insufficienti know blood sample i given for crp was sufficient seems you have misplaced that shamelesslyand now talking this crap you should take these things seriously 8256042
Twitter,India,Medlife,2021-4-19,en,@raghav121090 @srinivasiyc httpstcobipigbsbbz available here
Twitter,India,Medlife,2021-4-19,en,@shuttercrazy @catlarge out of stock at httpstcouzwzgcmjmc
Twitter,India,Medlife,2021-4-19,en,such a shame medlife international pvt ltd just got call from your team that sample collected was insufficient blood sample i given for crp was sufficient seems you have misplaced that shamelessly as for last 48hrs your app was showing sample under processing order no 8256042
Twitter,India,Medlife,2021-4-19,en,@medlifecare it is sad to see that during covid times when other few labs are providing reports in 12hours after home sample collection medlife has shared only half of the report even after 48hrs they should have some sense of urgency
Twitter,India,Medlife,2021-4-19,en,@shuttercrazy @mishraabhi @tinucherian @shasank123 available on httpstcotxk2x6ddyg   have asked the family to order from there other numbers are still not responsive   thank you for your help🙏🏻
Twitter,India,Medlife,2021-4-19,en,@medlifecare when you will solve my problem every time you and your staff keep saying we will solve your problem but you didnt bother you people actually making your customers fool #cheatermedlife #boycottmedlife
Twitter,Sweden,mindoktor,2021-4-23,sv,@hagstromdavid @ygeman helt ärligt nu sverige kan slå sig på bröstet om digitalisering hur mycket de vill med kry mindoktor osv men när en sådan här basal funktion inte fungerar är något fundamentalt fel i grunden
Twitter,Sweden,mindoktor,2021-4-20,sv,vad lätt det är att göra saker när man mår illa och spyr om man missat ta en tablett som tex idag för mindoktor vägrar förnya det så gulligt tack verkligen🥰
Twitter,Sweden,mindoktor,2021-4-20,sv,så dryg ett år har gått med detta farliga virus i en pandemi borde väl typ alla ha varit sjuka vid det här laget och extremt många borde vara döda tips kolla om ni har antikroppar tar 10 minuter hos tex mindoktor jag tror majoriteten som varit förkyld redan har det 😀
Twitter,Sweden,doktor24,2021-4-24,sv,@tlagerfors jag gick till doktor24 som erbjuder test för 380kr finns även test att köpa på apoteket
Twitter,Sweden,doktor24,2021-4-22,sv,@klavertramp har du nåt apotek i närheten som har avtal med doktor 24 eller något tror kanske det går att bara gå via dem också   gjorde så i somras när mina antidepp var slut och jag inte fick tag i nån läkarehttpstcovcsyj3vfba
Twitter,Sweden,doktor24,2021-4-21,sv,samtrans omsorgsresor samtrans tillsammans med doktor24 får i uppdrag att vaccinera mot covid19 i sörmland httpstcoux1voh0vvp
Twitter,Sweden,doktor24,2021-4-21,sv,@nimusprimus @andreasbratt vet inte om detta stämmer men verkar som att man kan testa sig via apoteket frågan är vad det kostar  httpstconm42hn4x4x
Twitter,Sweden,doktor24,2021-4-20,sv,i sommar beräknas covidvaccineringens fas fyra att börja i vingåker är det doktor24 som kommer att bistå region sörmland i vaccineringen av invånarna i kommunen httpstcoe03iv5uldw
Twitter,Sweden,doktor24,2021-4-20,sv,@chasultan å det är som borgerlig irriterande eftersom det är borgerligt styre där å mtp att vi trots allt borde stå för öppenhet så borde transparens vara ledordet doktor24 kunde struntat i det ’muntliga’ å krävt samma sak på papper om det stämmer ogillar hänvisning till ’muntligt’
Twitter,Sweden,doktor24,2021-4-20,sv,@chasultan jag fick veta i karlstad vilken jag skulle få astras å sen ’muntlig’😳 vet vi verkligen att så var fallet eller är det doktor24 som inte vill förlora en ’intäkt’ pga av kasserad vaccin bara funderingar kring detta med vad som är sant eller inte🤔🤔
Twitter,Sweden,doktor24,2021-4-19,sv,region stockholm har bett doktor24 att inte berätta vilket vaccin som används förrän precis innan sprutan ska ges magnus thyberg ljuger  att man vet inte vilket vaccin som ges förrän precis innan vet inte  region sörmland vet och informerar öppet👍  httpstcod47qptkt2u
Twitter,Sweden,doktor24,2021-4-19,sv,@svtnyheter detta varför det slängs idioter vaccinatörer förbjuds berätta vilket vaccin doktor24 som massvaccinerar vid globen fick för två veckor sedan en muntlig instruktion om att inte berätta vilket vaccin som ges patienten får alltså inte veta detta förrän de sitter framför sprutan
Twitter,Sweden,doktor24,2021-4-19,sv,@titanbananag @eddytheeddy2020 för att dämpa den oro som uppstått med hemligstämplat innehåll i vaccinationssprutorna går nu #regionstockholm och #doktor24 ut med gemensam information httpstco0xvvxwbn3j
Twitter,Sweden,mindoktor,2021-4-25,sv,när doktor säger  att jag ska undvika att dricka vatten när jag får min period blod varje månad känns som ramadan  vill ha vatten
Twitter,Sweden,mindoktor,2021-4-25,sv,@trassel18 håll koll svullnar det upp brukar det ske snabbt inom 24 h jag blev biten av en katt och mindre än ett dygn efter såg min hand ut som en rosaröd blåsfisk inget man missar liksom om det händer är det dags för doktor givetvis
